UID          PID    PPID  C STIME TTY          TIME CMD
vuk         2614    2335  0 20:18 pts/0    00:00:08 /usr/lib/jvm/java-21-openjdk-amd64/bin/java -XX:TieredStopAtLevel=1 -cp /home/vuk/Desktop/2/demo/target/classes:/home/vuk/.m2/repository/org/springframework/boot/spring-boot/3.2.5/spring-boot-3.2.5.jar:/home/vuk/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/3.2.5/spring-boot-autoconfigure-3.2.5.jar:/home/vuk/.m2/repository/ch/qos/logback/logback-classic/1.4.14/logback-classic-1.4.14.jar:/home/vuk/.m2/repository/ch/qos/logback/logback-core/1.4.14/logback-core-1.4.14.jar:/home/vuk/.m2/repository/org/apache/logging/log4j/log4j-to-slf4j/2.21.1/log4j-to-slf4j-2.21.1.jar:/home/vuk/.m2/repository/org/apache/logging/log4j/log4j-api/2.21.1/log4j-api-2.21.1.jar:/home/vuk/.m2/repository/org/slf4j/jul-to-slf4j/2.0.13/jul-to-slf4j-2.0.13.jar:/home/vuk/.m2/repository/jakarta/annotation/jakarta.annotation-api/2.1.1/jakarta.annotation-api-2.1.1.jar:/home/vuk/.m2/repository/org/yaml/snakeyaml/2.2/snakeyaml-2.2.jar:/home/vuk/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.15.4/jackson-databind-2.15.4.jar:/home/vuk/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.15.4/jackson-annotations-2.15.4.jar:/home/vuk/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.15.4/jackson-core-2.15.4.jar:/home/vuk/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jdk8/2.15.4/jackson-datatype-jdk8-2.15.4.jar:/home/vuk/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.15.4/jackson-datatype-jsr310-2.15.4.jar:/home/vuk/.m2/repository/com/fasterxml/jackson/module/jackson-module-parameter-names/2.15.4/jackson-module-parameter-names-2.15.4.jar:/home/vuk/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.20/tomcat-embed-core-10.1.20.jar:/home/vuk/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/10.1.20/tomcat-embed-el-10.1.20.jar:/home/vuk/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/10.1.20/tomcat-embed-websocket-10.1.20.jar:/home/vuk/.m2/repository/org/springframework/spring-web/6.1.6/spring-web-6.1.6.jar:/home/vuk/.m2/repository/org/springframework/spring-beans/6.1.6/spring-beans-6.1.6.jar:/home/vuk/.m2/repository/io/micrometer/micrometer-observation/1.12.5/micrometer-observation-1.12.5.jar:/home/vuk/.m2/repository/io/micrometer/micrometer-commons/1.12.5/micrometer-commons-1.12.5.jar:/home/vuk/.m2/repository/org/springframework/spring-webmvc/6.1.6/spring-webmvc-6.1.6.jar:/home/vuk/.m2/repository/org/springframework/spring-aop/6.1.6/spring-aop-6.1.6.jar:/home/vuk/.m2/repository/org/springframework/spring-context/6.1.6/spring-context-6.1.6.jar:/home/vuk/.m2/repository/org/springframework/spring-expression/6.1.6/spring-expression-6.1.6.jar:/home/vuk/.m2/repository/org/slf4j/slf4j-api/2.0.13/slf4j-api-2.0.13.jar:/home/vuk/.m2/repository/jakarta/xml/bind/jakarta.xml.bind-api/4.0.2/jakarta.xml.bind-api-4.0.2.jar:/home/vuk/.m2/repository/jakarta/activation/jakarta.activation-api/2.1.3/jakarta.activation-api-2.1.3.jar:/home/vuk/.m2/repository/net/bytebuddy/byte-buddy/1.14.13/byte-buddy-1.14.13.jar:/home/vuk/.m2/repository/org/springframework/spring-core/6.1.6/spring-core-6.1.6.jar:/home/vuk/.m2/repository/org/springframework/spring-jcl/6.1.6/spring-jcl-6.1.6.jar:/home/vuk/.m2/repository/org/aspectj/aspectjweaver/1.9.22/aspectjweaver-1.9.22.jar:/home/vuk/.m2/repository/com/zaxxer/HikariCP/5.0.1/HikariCP-5.0.1.jar:/home/vuk/.m2/repository/org/springframework/spring-jdbc/6.1.6/spring-jdbc-6.1.6.jar:/home/vuk/.m2/repository/org/hibernate/orm/hibernate-core/6.4.4.Final/hibernate-core-6.4.4.Final.jar:/home/vuk/.m2/repository/jakarta/persistence/jakarta.persistence-api/3.1.0/jakarta.persistence-api-3.1.0.jar:/home/vuk/.m2/repository/jakarta/transaction/jakarta.transaction-api/2.0.1/jakarta.transaction-api-2.0.1.jar:/home/vuk/.m2/repository/org/jboss/logging/jboss-logging/3.5.3.Final/jboss-logging-3.5.3.Final.jar:/home/vuk/.m2/repository/org/hibernate/common/hibernate-commons-annotations/6.0.6.Final/hibernate-commons-annotations-6.0.6.Final.jar:/home/vuk/.m2/repository/io/smallrye/jandex/3.1.2/jandex-3.1.2.jar:/home/vuk/.m2/repository/com/fasterxml/classmate/1.6.0/classmate-1.6.0.jar:/home/vuk/.m2/repository/org/glassfish/jaxb/jaxb-runtime/4.0.5/jaxb-runtime-4.0.5.jar:/home/vuk/.m2/repository/org/glassfish/jaxb/jaxb-core/4.0.5/jaxb-core-4.0.5.jar:/home/vuk/.m2/repository/org/eclipse/angus/angus-activation/2.0.2/angus-activation-2.0.2.jar:/home/vuk/.m2/repository/org/glassfish/jaxb/txw2/4.0.5/txw2-4.0.5.jar:/home/vuk/.m2/repository/com/sun/istack/istack-commons-runtime/4.1.2/istack-commons-runtime-4.1.2.jar:/home/vuk/.m2/repository/jakarta/inject/jakarta.inject-api/2.0.1/jakarta.inject-api-2.0.1.jar:/home/vuk/.m2/repository/org/antlr/antlr4-runtime/4.13.0/antlr4-runtime-4.13.0.jar:/home/vuk/.m2/repository/org/springframework/data/spring-data-jpa/3.2.5/spring-data-jpa-3.2.5.jar:/home/vuk/.m2/repository/org/springframework/data/spring-data-commons/3.2.5/spring-data-commons-3.2.5.jar:/home/vuk/.m2/repository/org/springframework/spring-orm/6.1.6/spring-orm-6.1.6.jar:/home/vuk/.m2/repository/org/springframework/spring-tx/6.1.6/spring-tx-6.1.6.jar:/home/vuk/.m2/repository/org/springframework/spring-aspects/6.1.6/spring-aspects-6.1.6.jar:/home/vuk/.m2/repository/com/h2database/h2/2.2.224/h2-2.2.224.jar com.example.demo.DemoApplication
vuk         2936    1340  0 20:18 ?        00:00:00 /usr/bin/snap userd
vuk         3716    2116  0 20:22 ?        00:00:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
vuk         3717    3716  0 20:22 ?        00:00:00 /usr/bin/gnome-terminal.real --wait
vuk         3721    2227  0 20:22 pts/1    00:00:00 bash
root        3728    3721  0 20:22 pts/1    00:00:00 sudo -s
root        3730    3728  0 20:23 pts/2    00:00:00 sudo -s
root        3731    3730  0 20:23 pts/2    00:00:00 /bin/bash
root        4311    3731  0 20:25 pts/2    00:00:00 screen
root        4312    4311  0 20:25 ?        00:00:00 SCREEN
root        4313    4312  0 20:25 pts/3    00:00:00 /bin/bash
root        4330    4312  0 20:25 pts/4    00:00:00 /bin/bash
root        4338    4312  0 20:25 pts/5    00:00:00 /bin/bash
root        4670       2  0 20:32 ?        00:00:00 [kworker/5:0-events]
root        4801       2  0 20:35 ?        00:00:00 [kworker/3:0-events]
ntp         5050       1  0 20:35 ?        00:00:00 /usr/sbin/ntpd -p /var/run/ntpd.pid -g -u 129:138
root        5676    4330  0 20:37 pts/4    00:00:00 less
vuk         6449    1370  0 20:49 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
vuk         6464    1370  0 20:49 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
root        6474       2  0 20:49 ?        00:00:00 [kworker/u16:1-flush-8:0]
root        6481       2  0 20:49 ?        00:00:00 [kworker/4:2]
root        6482       2  0 20:49 ?        00:00:00 [kworker/6:0-events]
vuk         6497    2116  0 20:52 ?        00:00:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
vuk         6498    6497  0 20:52 ?        00:00:00 /usr/bin/gnome-terminal.real --wait
vuk         6502    2227  0 20:52 pts/6    00:00:00 bash
root        6510    6502  0 20:52 pts/6    00:00:00 sudo -s
root        6511    6510  0 20:52 pts/7    00:00:00 sudo -s
root        6512    6511  0 20:52 pts/7    00:00:00 /bin/bash
root        7229       2  0 21:04 ?        00:00:00 [kworker/u16:0-events_unbound]
root        7513       2  0 21:07 ?        00:00:00 [kworker/0:2-events]
root        7531       2  0 21:13 ?        00:00:00 [kworker/u16:2-events_unbound]
root        7554       2  0 21:13 ?        00:00:00 [kworker/7:0-events]
root        7555       2  0 21:13 ?        00:00:00 [kworker/2:0]
root        7556       2  0 21:13 ?        00:00:00 [kworker/3:1]
vuk         7557    1676 15 21:13 ?        00:00:06 /snap/firefox/1300/usr/lib/firefox/firefox
vuk         7724    7557  0 21:13 ?        00:00:00 /snap/firefox/1300/usr/lib/firefox/firefox -contentproc -parentBuildID 20220502141216 -prefsLen 1 -prefMapSize 256280 -appDir /snap/firefox/1300/usr/lib/firefox/browser 7557 true socket
vuk         7752    7557  1 21:13 ?        00:00:00 /snap/firefox/1300/usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 139 -prefMapSize 256280 -jsInitLen 277212 -parentBuildID 20220502141216 -appDir /snap/firefox/1300/usr/lib/firefox/browser 7557 true tab
vuk         8123    7557  0 21:13 ?        00:00:00 /snap/firefox/1300/usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 4697 -prefMapSize 256280 -jsInitLen 277212 -parentBuildID 20220502141216 -appDir /snap/firefox/1300/usr/lib/firefox/browser 7557 true tab
vuk         8509    7557  0 21:13 ?        00:00:00 /snap/firefox/1300/usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 5332 -prefMapSize 256280 -jsInitLen 277212 -parentBuildID 20220502141216 -appDir /snap/firefox/1300/usr/lib/firefox/browser 7557 true tab
vuk         8513    7557  0 21:13 ?        00:00:00 /snap/firefox/1300/usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 5332 -prefMapSize 256280 -jsInitLen 277212 -parentBuildID 20220502141216 -appDir /snap/firefox/1300/usr/lib/firefox/browser 7557 true tab
vuk         8555    7557  0 21:13 ?        00:00:00 /snap/firefox/1300/usr/lib/firefox/firefox -contentproc -childID 5 -isForBrowser -prefsLen 5332 -prefMapSize 256280 -jsInitLen 277212 -parentBuildID 20220502141216 -appDir /snap/firefox/1300/usr/lib/firefox/browser 7557 true tab
root        8581       2  0 21:13 ?        00:00:00 [kworker/0:0]
vuk         8591    7557  0 21:13 ?        00:00:00 /snap/firefox/1300/usr/lib/firefox/firefox -contentproc -childID 6 -isForBrowser -prefsLen 7731 -prefMapSize 256280 -jsInitLen 277212 -parentBuildID 20220502141216 -appDir /snap/firefox/1300/usr/lib/firefox/browser 7557 true tab
root        8623    4330  0 21:14 pts/4    00:00:00 ps -edf
